order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,month,order_size,workload_level
740,2022-07-30,Aalopuri,Fastfood,$20,9,$180,Cash,Mr.,Midnight,Saturday,July,Medium,Medium
741,2022-07-16,Aalopuri,Fastfood,$20,5,$100,Online,Mr.,Afternoon,Saturday,July,Small,Low
742,2022-11-18,Panipuri,Fastfood,$20,14,$280,Online,Mr.,Night,Friday,November,Large,High
743,2022-09-11,Panipuri,Fastfood,$20,1,$20,Cash,Mr.,Morning,Sunday,September,Small,Low
744,2022-06-25,Frankie,Fastfood,$50,10,$500,Cash,Mrs.,Morning,Saturday,June,Medium,Medium
745,2022-11-09,Aalopuri,Fastfood,$20,2,$40,Online,Mr.,Evening,Wednesday,November,Small,Low
746,2022-05-08,Sugarcane Juice,Beverages,$25,5,$125,Online,Mrs.,Midnight,Sunday,May,Small,Low
747,2023-01-14,Cold Coffee,Beverages,$40,3,$120,Cash,Mrs.,Midnight,Saturday,January,Small,Low
748,2022-09-20,Sandwich,Fastfood,$60,14,$840,Cash,Mrs.,Night,Tuesday,September,Large,High
749,2022-08-31,Vadapav,Fastfood,$20,11,$220,Cash,Mr.,Morning,Wednesday,August,Large,High
750,2023-01-02,Frankie,Fastfood,$50,1,$50,Online,Mr.,Evening,Monday,January,Small,Low
751,2022-09-16,Vadapav,Fastfood,$20,2,$40,Cash,Mr.,Afternoon,Friday,September,Small,Low
752,2022-04-06,Panipuri,Fastfood,$20,2,$40,Online,Mrs.,Morning,Wednesday,April,Small,Low
753,2022-06-26,Sugarcane Juice,Beverages,$25,1,$25,Cash,Mr.,Midnight,Sunday,June,Small,Low
754,2022-12-29,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mrs.,Evening,Thursday,December,Large,High
755,2023-02-01,Aalopuri,Fastfood,$20,12,$240,Cash,Mrs.,Night,Wednesday,February,Large,High
756,2022-10-21,Sugarcane Juice,Beverages,$25,10,$250,Online,Mrs.,Morning,Friday,October,Medium,Medium
757,2022-12-25,Sugarcane Juice,Beverages,$25,11,$275,Online,Mr.,Morning,Sunday,December,Large,High
758,2022-09-25,Vadapav,Fastfood,$20,3,$60,Cash,Mrs.,Evening,Sunday,September,Small,Low
759,2022-12-25,Sugarcane Juice,Beverages,$25,13,$325,Online,Mr.,Midnight,Sunday,December,Large,High
760,2022-11-14,Sugarcane Juice,Beverages,$25,1,$25,Online,Mrs.,Evening,Monday,November,Small,Low
761,2022-12-11,Sandwich,Fastfood,$60,3,$180,NULL,Mrs.,Midnight,Sunday,December,Small,Low
762,2022-09-04,Vadapav,Fastfood,$20,12,$240,Online,Mrs.,Midnight,Sunday,September,Large,High
763,2022-04-07,Vadapav,Fastfood,$20,14,$280,NULL,Mrs.,Night,Thursday,April,Large,High
764,2023-02-14,Sandwich,Fastfood,$60,7,$420,Cash,Mrs.,Night,Tuesday,February,Medium,Medium
765,2022-06-15,Sandwich,Fastfood,$60,13,$780,Cash,Mr.,Night,Wednesday,June,Large,High
766,2022-06-19,Sandwich,Fastfood,$60,10,$600,Online,Mrs.,Morning,Sunday,June,Medium,Medium
767,2023-02-26,Frankie,Fastfood,$50,8,$400,Cash,Mrs.,Afternoon,Sunday,February,Medium,Medium
768,2023-12-01,Sandwich,Fastfood,$60,14,$840,Cash,Mr.,Afternoon,Friday,December,Large,High
769,2022-07-06,Frankie,Fastfood,$50,8,$400,Cash,Mr.,Morning,Wednesday,July,Medium,Medium
770,2023-02-22,Aalopuri,Fastfood,$20,8,$160,Cash,Mrs.,Morning,Wednesday,February,Medium,Medium
771,2022-08-15,Panipuri,Fastfood,$20,5,$100,Online,Mrs.,Midnight,Monday,August,Small,Low
772,2023-03-20,Cold Coffee,Beverages,$40,9,$360,Cash,Mr.,Evening,Monday,March,Medium,Medium
773,2022-08-14,Cold Coffee,Beverages,$40,7,$280,Online,Mr.,Afternoon,Sunday,August,Medium,Medium
774,2023-03-15,Vadapav,Fastfood,$20,1,$20,Online,Mrs.,Night,Wednesday,March,Small,Low
775,2023-03-27,Sandwich,Fastfood,$60,6,$360,Cash,Mr.,Night,Monday,March,Medium,Medium
776,2023-07-02,Frankie,Fastfood,$50,10,$500,Cash,Mr.,Midnight,Sunday,July,Medium,Medium
777,2022-10-23,Panipuri,Fastfood,$20,13,$260,Cash,Mr.,Morning,Sunday,October,Large,High
778,2022-11-06,Frankie,Fastfood,$50,13,$650,Cash,Mr.,Evening,Sunday,November,Large,High
779,2023-01-16,Sandwich,Fastfood,$60,13,$780,NULL,Mr.,Night,Monday,January,Large,High
780,2022-11-27,Sugarcane Juice,Beverages,$25,13,$325,Online,Mrs.,Afternoon,Sunday,November,Large,High
781,2022-05-27,Aalopuri,Fastfood,$20,10,$200,Online,Mr.,Midnight,Friday,May,Medium,Medium
782,2022-12-16,Aalopuri,Fastfood,$20,5,$100,Online,Mr.,Night,Friday,December,Small,Low
783,2022-04-29,Aalopuri,Fastfood,$20,8,$160,Cash,Mr.,Morning,Friday,April,Medium,Medium
784,2022-09-07,Vadapav,Fastfood,$20,8,$160,Cash,Mrs.,Morning,Wednesday,September,Medium,Medium
785,2022-07-12,Aalopuri,Fastfood,$20,2,$40,Online,Mr.,Afternoon,Tuesday,July,Small,Low
786,2023-03-13,Sandwich,Fastfood,$60,14,$840,Online,Mrs.,Night,Monday,March,Large,High
787,2023-03-25,Aalopuri,Fastfood,$20,2,$40,Cash,Mrs.,Afternoon,Saturday,March,Small,Low
788,2022-08-13,Sugarcane Juice,Beverages,$25,7,$175,Online,Mr.,Afternoon,Saturday,August,Medium,Medium
789,2022-03-08,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mr.,Morning,Tuesday,March,Medium,Medium
790,2022-07-20,Panipuri,Fastfood,$20,3,$60,Cash,Mrs.,Evening,Wednesday,July,Small,Low
791,2022-07-04,Vadapav,Fastfood,$20,3,$60,NULL,Mr.,Midnight,Monday,July,Small,Low
792,2023-02-25,Vadapav,Fastfood,$20,2,$40,Cash,Mrs.,Morning,Saturday,February,Small,Low
793,2022-08-30,Sandwich,Fastfood,$60,6,$360,Cash,Mrs.,Night,Tuesday,August,Medium,Medium
794,2022-02-10,Sugarcane Juice,Beverages,$25,5,$125,Online,Mr.,Afternoon,Thursday,February,Small,Low
795,2023-10-01,Vadapav,Fastfood,$20,9,$180,Cash,Mr.,Evening,Sunday,October,Medium,Medium
796,2022-06-25,Sugarcane Juice,Beverages,$25,14,$350,Online,Mr.,Night,Saturday,June,Large,High
797,2022-11-26,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Night,Saturday,November,Large,High
798,2022-05-22,Frankie,Fastfood,$50,12,$600,NULL,Mr.,Night,Sunday,May,Large,High
799,2023-11-01,Panipuri,Fastfood,$20,1,$20,Online,Mrs.,Night,Wednesday,November,Small,Low
800,2022-06-11,Cold Coffee,Beverages,$40,14,$560,Cash,Mr.,Night,Saturday,June,Large,High
801,2022-04-28,Aalopuri,Fastfood,$20,7,$140,Cash,Mrs.,Evening,Thursday,April,Medium,Medium
802,2023-01-23,Sandwich,Fastfood,$60,7,$420,Online,Mrs.,Afternoon,Monday,January,Medium,Medium
803,2022-08-27,Vadapav,Fastfood,$20,5,$100,NULL,Mr.,Night,Saturday,August,Small,Low
804,2022-11-10,Cold Coffee,Beverages,$40,12,$480,Online,Mrs.,Night,Thursday,November,Large,High
805,2022-08-05,Sugarcane Juice,Beverages,$25,1,$25,Online,Mr.,Afternoon,Friday,August,Small,Low
806,2022-05-23,Vadapav,Fastfood,$20,3,$60,Online,Mr.,Evening,Monday,May,Small,Low
807,2022-06-13,Frankie,Fastfood,$50,1,$50,Online,Mrs.,Midnight,Monday,June,Small,Low
808,2022-09-21,Panipuri,Fastfood,$20,1,$20,Online,Mr.,Morning,Wednesday,September,Small,Low
809,2022-12-12,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Evening,Monday,December,Medium,Medium
810,2022-12-27,Vadapav,Fastfood,$20,3,$60,Online,Mr.,Morning,Tuesday,December,Small,Low
811,2023-02-03,Aalopuri,Fastfood,$20,13,$260,Cash,Mr.,Afternoon,Friday,February,Large,High
812,2022-08-08,Panipuri,Fastfood,$20,5,$100,Cash,Mr.,Afternoon,Monday,August,Small,Low
813,2022-10-13,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Afternoon,Thursday,October,Medium,Medium
814,2022-05-10,Vadapav,Fastfood,$20,13,$260,Cash,Mrs.,Midnight,Tuesday,May,Large,High
815,2022-04-20,Cold Coffee,Beverages,$40,12,$480,Online,Mrs.,Afternoon,Wednesday,April,Large,High
816,2023-11-01,Sugarcane Juice,Beverages,$25,11,$275,Cash,Mr.,Morning,Wednesday,November,Large,High
817,2022-05-21,Aalopuri,Fastfood,$20,12,$240,Cash,Mrs.,Evening,Saturday,May,Large,High
818,2023-02-28,Frankie,Fastfood,$50,6,$300,Cash,Mr.,Night,Tuesday,February,Medium,Medium
819,2022-12-10,Vadapav,Fastfood,$20,10,$200,Cash,Mr.,Evening,Saturday,December,Medium,Medium
820,2023-02-24,Aalopuri,Fastfood,$20,3,$60,NULL,Mr.,Midnight,Friday,February,Small,Low
821,2022-07-24,Aalopuri,Fastfood,$20,12,$240,Cash,Mrs.,Midnight,Sunday,July,Large,High
822,2022-06-17,Panipuri,Fastfood,$20,12,$240,Online,Mr.,Morning,Friday,June,Large,High
823,2023-02-13,Panipuri,Fastfood,$20,11,$220,Online,Mr.,Midnight,Monday,February,Large,High
824,2023-01-18,Vadapav,Fastfood,$20,2,$40,Online,Mrs.,Evening,Wednesday,January,Small,Low
825,2022-10-30,Panipuri,Fastfood,$20,14,$280,Cash,Mrs.,Morning,Sunday,October,Large,High
826,2022-02-12,Sandwich,Fastfood,$60,15,$900,Cash,Mrs.,Night,Saturday,February,Large,High
827,2023-06-01,Sandwich,Fastfood,$60,12,$720,Cash,Mr.,Midnight,Thursday,June,Large,High
828,2022-08-18,Panipuri,Fastfood,$20,6,$120,Cash,Mr.,Evening,Thursday,August,Medium,Medium
829,2022-09-19,Cold Coffee,Beverages,$40,6,$240,Cash,Mr.,Night,Monday,September,Medium,Medium
830,2022-11-28,Cold Coffee,Beverages,$40,9,$360,NULL,Mr.,Night,Monday,November,Medium,Medium
831,2022-01-08,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Morning,Saturday,January,Small,Low
832,2022-06-06,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mr.,Morning,Monday,June,Small,Low
833,2022-01-09,Panipuri,Fastfood,$20,2,$40,Online,Mrs.,Evening,Sunday,January,Small,Low
834,2022-05-25,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mr.,Evening,Wednesday,May,Large,High
835,2022-09-27,Sugarcane Juice,Beverages,$25,7,$175,Online,Mr.,Afternoon,Tuesday,September,Medium,Medium
836,2022-08-31,Vadapav,Fastfood,$20,2,$40,Cash,Mrs.,Midnight,Wednesday,August,Small,Low
837,2022-05-19,Aalopuri,Fastfood,$20,7,$140,Cash,Mr.,Midnight,Thursday,May,Medium,Medium
838,2022-07-31,Cold Coffee,Beverages,$40,9,$360,Online,Mrs.,Morning,Sunday,July,Medium,Medium
839,2022-08-05,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mrs.,Afternoon,Friday,August,Small,Low
840,2023-02-18,Cold Coffee,Beverages,$40,15,$600,NULL,Mrs.,Midnight,Saturday,February,Large,High
841,2023-03-02,Vadapav,Fastfood,$20,9,$180,Cash,Mr.,Night,Thursday,March,Medium,Medium
842,2022-05-25,Panipuri,Fastfood,$20,2,$40,Cash,Mrs.,Evening,Wednesday,May,Small,Low
843,2022-04-07,Sugarcane Juice,Beverages,$25,1,$25,Cash,Mrs.,Morning,Thursday,April,Small,Low
844,2022-04-05,Sugarcane Juice,Beverages,$25,13,$325,Cash,Mr.,Morning,Tuesday,April,Large,High
845,2022-01-07,Cold Coffee,Beverages,$40,6,$240,Online,Mrs.,Evening,Friday,January,Medium,Medium
846,2022-04-20,Aalopuri,Fastfood,$20,5,$100,Online,Mr.,Afternoon,Wednesday,April,Small,Low
847,2022-08-14,Panipuri,Fastfood,$20,11,$220,Online,Mr.,Midnight,Sunday,August,Large,High
848,2022-10-11,Frankie,Fastfood,$50,9,$450,Cash,Mr.,Night,Tuesday,October,Medium,Medium
849,2022-03-11,Cold Coffee,Beverages,$40,10,$400,Cash,Mrs.,Night,Friday,March,Medium,Medium
850,2022-08-20,Vadapav,Fastfood,$20,3,$60,Online,Mrs.,Afternoon,Saturday,August,Small,Low
851,2023-01-28,Aalopuri,Fastfood,$20,15,$300,Online,Mrs.,Night,Saturday,January,Large,High
852,2022-05-05,Sugarcane Juice,Beverages,$25,8,$200,Online,Mr.,Night,Thursday,May,Medium,Medium
853,2023-02-17,Cold Coffee,Beverages,$40,3,$120,Online,Mrs.,Midnight,Friday,February,Small,Low
854,2022-10-14,Cold Coffee,Beverages,$40,14,$560,Online,Mrs.,Night,Friday,October,Large,High
855,2022-10-23,Vadapav,Fastfood,$20,5,$100,Online,Mr.,Evening,Sunday,October,Small,Low
856,2022-04-05,Aalopuri,Fastfood,$20,11,$220,Cash,Mrs.,Night,Tuesday,April,Large,High
857,2022-08-11,Sugarcane Juice,Beverages,$25,14,$350,Online,Mrs.,Evening,Thursday,August,Large,High
858,2022-11-22,Cold Coffee,Beverages,$40,9,$360,Cash,Mr.,Evening,Tuesday,November,Medium,Medium
859,2022-08-10,Sandwich,Fastfood,$60,11,$660,Cash,Mrs.,Midnight,Wednesday,August,Large,High
860,2022-07-16,Cold Coffee,Beverages,$40,5,$200,Cash,Mr.,Night,Saturday,July,Small,Low
861,2023-01-24,Sugarcane Juice,Beverages,$25,8,$200,Cash,Mrs.,Night,Tuesday,January,Medium,Medium
862,2023-10-03,Frankie,Fastfood,$50,7,$350,Online,Mr.,Night,Tuesday,October,Medium,Medium
863,2022-08-09,Frankie,Fastfood,$50,9,$450,Online,Mr.,Night,Tuesday,August,Medium,Medium
864,2022-08-20,Cold Coffee,Beverages,$40,9,$360,Online,Mr.,Morning,Saturday,August,Medium,Medium
865,2023-01-23,Sugarcane Juice,Beverages,$25,6,$150,Cash,Mrs.,Night,Monday,January,Medium,Medium
866,2022-08-13,Frankie,Fastfood,$50,10,$500,Online,Mr.,Midnight,Saturday,August,Medium,Medium
867,2023-01-26,Frankie,Fastfood,$50,15,$750,Cash,Mr.,Midnight,Thursday,January,Large,High
868,2022-08-17,Aalopuri,Fastfood,$20,13,$260,Cash,Mrs.,Evening,Wednesday,August,Large,High
869,2022-06-26,Panipuri,Fastfood,$20,9,$180,Online,Mr.,Midnight,Sunday,June,Medium,Medium
870,2022-10-31,Cold Coffee,Beverages,$40,5,$200,Online,Mrs.,Afternoon,Monday,October,Small,Low
871,2022-07-12,Vadapav,Fastfood,$20,14,$280,NULL,Mrs.,Evening,Tuesday,July,Large,High
872,2022-07-14,Sandwich,Fastfood,$60,12,$720,Cash,Mr.,Afternoon,Thursday,July,Large,High
873,2022-09-05,Sugarcane Juice,Beverages,$25,1,$25,Online,Mr.,Night,Monday,September,Small,Low
874,2022-09-05,Cold Coffee,Beverages,$40,4,$160,Cash,Mr.,Midnight,Monday,September,Small,Low
875,2022-05-08,Vadapav,Fastfood,$20,15,$300,Cash,Mr.,Evening,Sunday,May,Large,High
876,2022-10-06,Cold Coffee,Beverages,$40,8,$320,Online,Mrs.,Evening,Thursday,October,Medium,Medium
877,2022-10-27,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mrs.,Afternoon,Thursday,October,Large,High
878,2022-12-08,Sandwich,Fastfood,$60,6,$360,Online,Mr.,Evening,Thursday,December,Medium,Medium
879,2022-06-11,Cold Coffee,Beverages,$40,9,$360,Cash,Mrs.,Evening,Saturday,June,Medium,Medium
880,2022-06-25,Sugarcane Juice,Beverages,$25,5,$125,Cash,Mrs.,Morning,Saturday,June,Small,Low
881,2022-05-25,Sandwich,Fastfood,$60,2,$120,Cash,Mr.,Midnight,Wednesday,May,Small,Low
882,2022-04-23,Panipuri,Fastfood,$20,9,$180,Online,Mr.,Morning,Saturday,April,Medium,Medium
883,2022-08-24,Aalopuri,Fastfood,$20,5,$100,Online,Mrs.,Midnight,Wednesday,August,Small,Low
884,2023-01-03,Vadapav,Fastfood,$20,12,$240,Online,Mr.,Night,Tuesday,January,Large,High
885,2022-10-16,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mr.,Evening,Sunday,October,Small,Low
886,2022-07-21,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mrs.,Night,Thursday,July,Small,Low
887,2022-10-24,Aalopuri,Fastfood,$20,3,$60,Cash,Mr.,Morning,Monday,October,Small,Low
888,2022-05-09,Vadapav,Fastfood,$20,8,$160,Cash,Mr.,Evening,Monday,May,Medium,Medium
889,2022-12-04,Vadapav,Fastfood,$20,10,$200,Online,Mr.,Midnight,Sunday,December,Medium,Medium
890,2023-03-03,Sugarcane Juice,Beverages,$25,5,$125,Cash,Mrs.,Morning,Friday,March,Small,Low
891,2022-12-27,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Midnight,Tuesday,December,Large,High
892,2022-07-14,Sugarcane Juice,Beverages,$25,7,$175,Online,Mrs.,Evening,Thursday,July,Medium,Medium
893,2022-07-13,Sugarcane Juice,Beverages,$25,12,$300,Cash,Mrs.,Afternoon,Wednesday,July,Large,High
894,2023-03-19,Sandwich,Fastfood,$60,15,$900,Cash,Mr.,Morning,Sunday,March,Large,High
895,2023-03-01,Sugarcane Juice,Beverages,$25,11,$275,Cash,Mr.,Afternoon,Wednesday,March,Large,High
896,2022-10-30,Aalopuri,Fastfood,$20,13,$260,Cash,Mr.,Night,Sunday,October,Large,High
897,2022-08-22,Aalopuri,Fastfood,$20,6,$120,Online,Mr.,Morning,Monday,August,Medium,Medium
898,2023-02-03,Frankie,Fastfood,$50,8,$400,Cash,Mr.,Afternoon,Friday,February,Medium,Medium
899,2023-01-24,Aalopuri,Fastfood,$20,7,$140,Cash,Mr.,Midnight,Tuesday,January,Medium,Medium
900,2022-07-12,Sugarcane Juice,Beverages,$25,9,$225,Online,Mr.,Afternoon,Tuesday,July,Medium,Medium
901,2022-12-24,Vadapav,Fastfood,$20,7,$140,Online,Mrs.,Morning,Saturday,December,Medium,Medium
902,2022-11-23,Frankie,Fastfood,$50,4,$200,Online,Mr.,Afternoon,Wednesday,November,Small,Low
903,2023-01-01,Aalopuri,Fastfood,$20,15,$300,Online,Mr.,Night,Sunday,January,Large,High
904,2023-12-03,Aalopuri,Fastfood,$20,4,$80,Cash,Mrs.,Midnight,Sunday,December,Small,Low
905,2022-12-13,Frankie,Fastfood,$50,15,$750,Cash,Mrs.,Midnight,Tuesday,December,Large,High
906,2022-04-04,Sandwich,Fastfood,$60,15,$900,Cash,Mr.,Afternoon,Monday,April,Large,High
907,2022-10-19,Cold Coffee,Beverages,$40,4,$160,NULL,Mrs.,Midnight,Wednesday,October,Small,Low
908,2023-06-03,Sandwich,Fastfood,$60,7,$420,Cash,Mrs.,Night,Saturday,June,Medium,Medium
909,2023-02-21,Cold Coffee,Beverages,$40,12,$480,Online,Mrs.,Morning,Tuesday,February,Large,High
910,2022-09-10,Panipuri,Fastfood,$20,1,$20,Cash,Mrs.,Afternoon,Saturday,September,Small,Low
911,2022-09-04,Sandwich,Fastfood,$60,1,$60,Cash,Mr.,Evening,Sunday,September,Small,Low
912,2022-09-17,Aalopuri,Fastfood,$20,6,$120,Cash,Mr.,Evening,Saturday,September,Medium,Medium
913,2023-02-15,Frankie,Fastfood,$50,15,$750,Online,Mr.,Evening,Wednesday,February,Large,High
914,2023-01-03,Sandwich,Fastfood,$60,14,$840,Cash,Mr.,Night,Tuesday,January,Large,High
915,2022-07-10,Cold Coffee,Beverages,$40,7,$280,Online,Mr.,Afternoon,Sunday,July,Medium,Medium
916,2022-11-17,Cold Coffee,Beverages,$40,15,$600,NULL,Mrs.,Afternoon,Thursday,November,Large,High
917,2022-05-15,Vadapav,Fastfood,$20,15,$300,Online,Mr.,Evening,Sunday,May,Large,High
918,2022-12-11,Panipuri,Fastfood,$20,6,$120,Cash,Mr.,Evening,Sunday,December,Medium,Medium
919,2023-03-01,Vadapav,Fastfood,$20,8,$160,Online,Mrs.,Evening,Wednesday,March,Medium,Medium
920,2022-12-07,Frankie,Fastfood,$50,13,$650,Online,Mr.,Evening,Wednesday,December,Large,High
921,2022-09-21,Vadapav,Fastfood,$20,14,$280,Cash,Mr.,Midnight,Wednesday,September,Large,High
922,2022-06-13,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Evening,Monday,June,Small,Low
923,2022-05-30,Cold Coffee,Beverages,$40,3,$120,Online,Mr.,Morning,Monday,May,Small,Low
924,2022-12-17,Panipuri,Fastfood,$20,14,$280,Cash,Mr.,Afternoon,Saturday,December,Large,High
925,2022-10-04,Frankie,Fastfood,$50,4,$200,Online,Mrs.,Afternoon,Tuesday,October,Small,Low
926,2023-02-27,Frankie,Fastfood,$50,15,$750,Cash,Mrs.,Afternoon,Monday,February,Large,High
927,2022-02-12,Cold Coffee,Beverages,$40,6,$240,NULL,Mrs.,Evening,Saturday,February,Medium,Medium
928,2022-07-04,Sandwich,Fastfood,$60,11,$660,Online,Mr.,Evening,Monday,July,Large,High
929,2022-06-06,Frankie,Fastfood,$50,9,$450,Online,Mrs.,Night,Monday,June,Medium,Medium
930,2022-11-27,Sugarcane Juice,Beverages,$25,10,$250,Online,Mr.,Night,Sunday,November,Medium,Medium
931,2022-06-26,Aalopuri,Fastfood,$20,15,$300,Cash,Mr.,Afternoon,Sunday,June,Large,High
932,2022-10-18,Sandwich,Fastfood,$60,9,$540,Online,Mr.,Afternoon,Tuesday,October,Medium,Medium
933,2023-01-21,Sugarcane Juice,Beverages,$25,15,$375,Online,Mrs.,Afternoon,Saturday,January,Large,High
934,2022-09-19,Cold Coffee,Beverages,$40,4,$160,Cash,Mrs.,Afternoon,Monday,September,Small,Low
935,2023-02-17,Sandwich,Fastfood,$60,12,$720,Cash,Mr.,Midnight,Friday,February,Large,High
936,2022-10-08,Panipuri,Fastfood,$20,2,$40,NULL,Mr.,Midnight,Saturday,October,Small,Low
937,2022-06-22,Panipuri,Fastfood,$20,4,$80,Cash,Mr.,Night,Wednesday,June,Small,Low
938,2022-10-08,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mr.,Evening,Saturday,October,Large,High
939,2023-02-19,Vadapav,Fastfood,$20,15,$300,Online,Mr.,Midnight,Sunday,February,Large,High
940,2023-07-02,Sugarcane Juice,Beverages,$25,14,$350,Online,Mrs.,Midnight,Sunday,July,Large,High
941,2023-10-02,Cold Coffee,Beverages,$40,10,$400,Online,Mrs.,Morning,Monday,October,Medium,Medium
942,2022-07-20,Frankie,Fastfood,$50,6,$300,Cash,Mr.,Night,Wednesday,July,Medium,Medium
943,2022-06-30,Vadapav,Fastfood,$20,6,$120,Cash,Mrs.,Night,Thursday,June,Medium,Medium
944,2022-12-05,Aalopuri,Fastfood,$20,2,$40,Cash,Mr.,Midnight,Monday,December,Small,Low
945,2022-05-15,Cold Coffee,Beverages,$40,2,$80,Online,Mrs.,Afternoon,Sunday,May,Small,Low
946,2023-02-21,Sandwich,Fastfood,$60,8,$480,Cash,Mr.,Midnight,Tuesday,February,Medium,Medium
947,2022-08-16,Aalopuri,Fastfood,$20,11,$220,Online,Mr.,Night,Tuesday,August,Large,High
948,2023-01-16,Sandwich,Fastfood,$60,10,$600,Online,Mr.,Evening,Monday,January,Medium,Medium
949,2023-07-01,Panipuri,Fastfood,$20,1,$20,Cash,Mrs.,Evening,Saturday,July,Small,Low
950,2022-09-25,Frankie,Fastfood,$50,6,$300,Online,Mrs.,Evening,Sunday,September,Medium,Medium
951,2022-11-11,Panipuri,Fastfood,$20,11,$220,Cash,Mrs.,Afternoon,Friday,November,Large,High
952,2022-09-24,Aalopuri,Fastfood,$20,14,$280,Cash,Mrs.,Evening,Saturday,September,Large,High
953,2022-10-11,Sandwich,Fastfood,$60,2,$120,Online,Mrs.,Afternoon,Tuesday,October,Small,Low
954,2023-01-31,Aalopuri,Fastfood,$20,3,$60,Cash,Mrs.,Midnight,Tuesday,January,Small,Low
955,2023-01-27,Sugarcane Juice,Beverages,$25,7,$175,Online,Mr.,Afternoon,Friday,January,Medium,Medium
956,2022-04-30,Frankie,Fastfood,$50,13,$650,Online,Mr.,Morning,Saturday,April,Large,High
957,2023-08-02,Panipuri,Fastfood,$20,3,$60,Online,Mrs.,Midnight,Wednesday,August,Small,Low
958,2022-05-22,Sandwich,Fastfood,$60,11,$660,Online,Mrs.,Night,Sunday,May,Large,High
959,2022-11-28,Vadapav,Fastfood,$20,8,$160,Online,Mrs.,Midnight,Monday,November,Medium,Medium
960,2022-12-08,Sugarcane Juice,Beverages,$25,15,$375,Online,Mrs.,Evening,Thursday,December,Large,High
961,2023-03-14,Frankie,Fastfood,$50,13,$650,Cash,Mr.,Night,Tuesday,March,Large,High
962,2022-05-18,Frankie,Fastfood,$50,13,$650,Online,Mrs.,Afternoon,Wednesday,May,Large,High
963,2022-05-10,Vadapav,Fastfood,$20,6,$120,Cash,Mrs.,Morning,Tuesday,May,Medium,Medium
964,2022-07-05,Cold Coffee,Beverages,$40,8,$320,Cash,Mr.,Evening,Tuesday,July,Medium,Medium
965,2022-08-10,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Night,Wednesday,August,Small,Low
966,2023-03-19,Panipuri,Fastfood,$20,11,$220,Online,Mrs.,Morning,Sunday,March,Large,High
967,2022-06-29,Cold Coffee,Beverages,$40,14,$560,Cash,Mr.,Afternoon,Wednesday,June,Large,High
968,2022-09-08,Cold Coffee,Beverages,$40,15,$600,Cash,Mrs.,Morning,Thursday,September,Large,High
969,2022-06-11,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Morning,Saturday,June,Large,High
970,2022-11-21,Aalopuri,Fastfood,$20,5,$100,Online,Mrs.,Afternoon,Monday,November,Small,Low
971,2022-02-10,Frankie,Fastfood,$50,2,$100,Cash,Mrs.,Morning,Thursday,February,Small,Low
972,2023-11-03,Aalopuri,Fastfood,$20,1,$20,Cash,Mrs.,Afternoon,Friday,November,Small,Low
973,2022-07-06,Sugarcane Juice,Beverages,$25,1,$25,NULL,Mrs.,Morning,Wednesday,July,Small,Low
974,2023-01-28,Vadapav,Fastfood,$20,13,$260,Online,Mr.,Afternoon,Saturday,January,Large,High
975,2023-01-15,Aalopuri,Fastfood,$20,1,$20,Cash,Mr.,Midnight,Sunday,January,Small,Low
976,2022-04-17,Sugarcane Juice,Beverages,$25,11,$275,NULL,Mrs.,Morning,Sunday,April,Large,High
977,2023-05-01,Aalopuri,Fastfood,$20,1,$20,Cash,Mr.,Evening,Monday,May,Small,Low
978,2022-08-10,Frankie,Fastfood,$50,2,$100,Online,Mr.,Night,Wednesday,August,Small,Low
979,2022-05-21,Aalopuri,Fastfood,$20,13,$260,Cash,Mrs.,Midnight,Saturday,May,Large,High
980,2022-06-20,Vadapav,Fastfood,$20,9,$180,Online,Mr.,Morning,Monday,June,Medium,Medium
981,2023-01-22,Panipuri,Fastfood,$20,15,$300,Online,Mr.,Midnight,Sunday,January,Large,High
982,2023-03-30,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mrs.,Night,Thursday,March,Large,High
983,2023-03-17,Cold Coffee,Beverages,$40,10,$400,NULL,Mrs.,Night,Friday,March,Medium,Medium
984,2023-07-01,Frankie,Fastfood,$50,3,$150,Cash,Mr.,Afternoon,Saturday,July,Small,Low
985,2022-06-14,Frankie,Fastfood,$50,1,$50,Cash,Mrs.,Afternoon,Tuesday,June,Small,Low
986,2022-04-30,Sugarcane Juice,Beverages,$25,13,$325,Online,Mr.,Night,Saturday,April,Large,High
